review,85 Percentile Top Topics,90 Percentile Top topics,sentiment_label,sentiment_class_probs,lime_word_attributions_sentiment,emotion,emotion_class_probabilities,lime_word_attributions_first_class_emotion,lime_word_attributions_second_class_emotion,lime_word_attributions_third_class_emotion
 Really good breakfast lovely fish tank in reception ,,"{8: 0.3551056212897896, 2: 0.0987544160095627}",Positive,"{'positive': 0.9928576, 'negative': 0.007142376}","[('lovely', 0.18713122471875437), ('good', 0.1628136537064895), ('breakfast', 0.03870361652762362), ('tank', 0.027635420279189898), ('Really', -0.0270386269056426), ('reception', 0.02227962663998474), ('in', 0.012131127273055202), ('fish', -0.006890390226196934)]",joy,"{'joy': 0.9926400184631348, 'optimism': 0.8959394693374634, 'love': 0.3636547029018402, 'trust': 0.10585683584213257, 'anticipation': 0.06603652238845825, 'surprise': 0.03377077355980873, 'anger': 0.017453299835324287, 'disgust': 0.013773026876151562, 'sadness': 0.009223464876413345, 'fear': 0.006970446091145277, 'pessimism': 0.006041262298822403}","[('lovely', 0.2558978832427263), ('good', 0.1325642015125827), ('reception', 0.051258722889790255), ('tank', 0.03866533158457137), ('breakfast', 0.03206602319184021), ('Really', 0.02981370349948659), ('fish', 0.024271866548517308), ('in', 0.0015324623145195142)]","[('good', 0.28924230956105856), ('lovely', 0.23112459149216255), ('reception', 0.043447312415199536), ('Really', 0.04015912095598331), ('fish', 0.03361785103686882), ('breakfast', 0.025806381897719114), ('in', 0.013425255173247504), ('tank', 0.008373545728282772)]","[('lovely', 0.2797928021338684), ('reception', 0.11934429312086356), ('in', -0.08697786157015862), ('Really', 0.06119298269963517), ('good', 0.05148463184232706), ('tank', -0.03892295951462292), ('fish', -0.031721862131544654), ('breakfast', -0.02828026461958564)]"
 Breakfast was plentiful choice and catered for everyones tastes,,"{8: 0.5934843843310162, 2: 0.07516507769111182}",Positive,"{'positive': 0.94117755, 'negative': 0.058822475}","[('plentiful', 0.3931121452509804), ('Breakfast', -0.08411456828598776), ('choice', -0.0737127276931463), ('everyones', 0.057803546735657005), ('and', 0.03757558633147186), ('tastes', 0.034825560263976804), ('was', -0.020215183709304276), ('catered', -0.014449890231077013), ('for', -0.00229421381777452)]",joy,"{'joy': 0.9448397755622864, 'optimism': 0.685878574848175, 'anticipation': 0.1772506684064865, 'love': 0.05290931090712547, 'trust': 0.038723476231098175, 'surprise': 0.020691070705652237, 'sadness': 0.015927357599139214, 'disgust': 0.009491857141256332, 'anger': 0.007398905698210001, 'fear': 0.007303995080292225, 'pessimism': 0.006965942680835724}","[('Breakfast', 0.28767552151856557), ('everyones', 0.18895805558522516), ('catered', 0.15895747151478135), ('plentiful', 0.15801229236303038), ('choice', -0.10541862522148272), ('and', 0.08404562205501262), ('for', 0.06453296304344877), ('was', -0.025336598009934628), ('tastes', 0.011452364968380153)]","[('everyones', 0.2130038485941304), ('tastes', -0.1177746611448149), ('Breakfast', 0.09595972526907465), ('plentiful', 0.08785768505123442), ('and', 0.0701372231286842), ('catered', 0.05080252637628155), ('for', 0.046949545439208734), ('choice', -0.014273750753056352), ('was', -0.013901549781430461)]","[('choice', 0.12157044256538685), ('plentiful', -0.10883909957272571), ('Breakfast', -0.09739083929994775), ('everyones', -0.06641850487092443), ('tastes', 0.05364831440622594), ('and', -0.046122626729351336), ('catered', 0.04173636654007783), ('for', 0.03158100287770941), ('was', 0.02320265680151392)]"
 The bed was comfortable and the view was fabulous ,,"{4: 1.0, 0: 5.053266941526047e-307}",Positive,"{'positive': 0.95668954, 'negative': 0.043310463}","[('fabulous', 0.21222056422213179), ('comfortable', 0.17407758444200086), ('bed', 0.03130361965212297), ('view', 0.02163058255700797), ('was', -0.02100398807381068), ('and', 0.017220247240004257), ('The', -0.008924045021894627), ('the', 0.004641370085405329)]",joy,"{'joy': 0.9818065166473389, 'optimism': 0.403090238571167, 'love': 0.2672651410102844, 'surprise': 0.061191167682409286, 'anticipation': 0.05770896375179291, 'trust': 0.032322634011507034, 'sadness': 0.027291452512145042, 'fear': 0.02142011933028698, 'disgust': 0.018820786848664284, 'anger': 0.016810692846775055, 'pessimism': 0.008821509778499603}","[('fabulous', 0.3527926844350481), ('view', 0.13810382117829959), ('comfortable', 0.12957420446891962), ('and', 0.066409713518498), ('The', 0.03263510690877954), ('the', -0.02757624781872903), ('bed', -0.006159484215477121), ('was', -0.004284859922222822)]","[('bed', -0.19753931488531792), ('view', 0.17305547479058114), ('comfortable', 0.16737417680751768), ('was', -0.09800835789313916), ('fabulous', 0.08156550305978057), ('and', -0.022950401303264627), ('The', -0.012049219950604671), ('the', -0.0034915549222150895)]","[('fabulous', 0.1540507433959469), ('view', 0.06007937017667523), ('bed', -0.028672767293158687), ('comfortable', -0.01745715897373001), ('The', -0.009875991335226856), ('and', 0.008025345565373867), ('the', 0.003174986245623661), ('was', 0.0017788417911419187)]"
 Location is great Room was really nice Breakfast was great staff was friendly and helfull,,"{2: 0.7722600885320311, 0: 0.07968492351613}",Positive,"{'positive': 0.9973163, 'negative': 0.0026836349}","[('nice', 0.08972977704413788), ('great', 0.0894748078611538), ('Location', 0.07650662217912137), ('staff', 0.046752681787858984), ('Room', 0.028527895942053787), ('was', -0.025277898393985216), ('and', 0.020207517242601804), ('helfull', -0.01979267548072472), ('Breakfast', -0.01264425721198811), ('really', 0.009512197389514532), ('is', -0.00948106480092974), ('friendly', 0.0007446388023716162)]",joy,"{'joy': 0.9879540205001831, 'optimism': 0.9598476886749268, 'love': 0.43425875902175903, 'trust': 0.24211178719997406, 'anticipation': 0.08017976582050323, 'surprise': 0.034938745200634, 'anger': 0.021373538300395012, 'disgust': 0.015539387241005898, 'fear': 0.009767476469278336, 'sadness': 0.008423867635428905, 'pessimism': 0.007595147471874952}","[('great', 0.16988768596626977), ('nice', 0.1329497965600735), ('friendly', 0.1040162848401161), ('really', 0.04258626219363787), ('Room', 0.03893489958466227), ('Location', -0.031617413099771695), ('and', 0.03097422503314784), ('is', -0.029978510600828887), ('was', 0.015016731116761528), ('staff', -0.0073751759503888886), ('Breakfast', 0.0036783613678997894), ('helfull', -0.0020259373481452706)]","[('friendly', 0.1816539938111257), ('great', 0.16477967571899502), ('nice', 0.146874458607648), ('really', 0.04702235483930446), ('staff', 0.03823504909315507), ('and', 0.02810784058018629), ('was', 0.027823136960158194), ('helfull', -0.026255111275521013), ('is', -0.02335833834017373), ('Breakfast', 0.02015922759715804), ('Location', 0.016294214674878068), ('Room', 0.01309754275493124)]","[('nice', 0.15042167002081278), ('great', 0.13380152023138306), ('friendly', 0.06929343707230334), ('was', 0.056392975134463875), ('Room', 0.04975917020509086), ('helfull', -0.04778656466568328), ('Location', -0.045940401940135225), ('really', 0.03809870335313159), ('is', 0.017428953107911094), ('staff', -0.014182497769001308), ('and', -0.009512092765688426), ('Breakfast', -0.007114467305802899)]"
 Good location and very nice staff The restaurant is quite good too ,,"{2: 1.0, 0: 8.139857459418036e-307}",Positive,"{'positive': 0.99710506, 'negative': 0.002894922}","[('location', 0.10361565004700869), ('nice', 0.07578988773081667), ('Good', 0.04880690817934951), ('staff', 0.042371750420525586), ('good', 0.035604307549380564), ('restaurant', -0.025666961962757688), ('too', -0.022650121033455924), ('is', 0.021056683446085377), ('The', 0.014832700168073714), ('and', -0.00913545741659038), ('very', -0.0071895110774119995), ('quite', 0.002798200022800038)]",joy,"{'joy': 0.9876678586006165, 'optimism': 0.9597323536872864, 'love': 0.4403131306171417, 'trust': 0.2824118733406067, 'anticipation': 0.09420601278543472, 'surprise': 0.03804539144039154, 'fear': 0.017500873655080795, 'anger': 0.01523193996399641, 'disgust': 0.013086424209177494, 'sadness': 0.008802509866654873, 'pessimism': 0.008219113573431969}","[('nice', 0.11427606239228431), ('good', 0.08331866522792988), ('Good', 0.06708706371148186), ('The', 0.04247453655167312), ('is', 0.03478400775926743), ('restaurant', 0.03365530663726033), ('very', 0.031134837438580705), ('too', 0.023653928533549543), ('quite', 0.008156773371335002), ('and', 0.005279363324852874), ('staff', -0.0007797002517143784), ('location', 4.419839081621784e-06)]","[('good', 0.1546169543764982), ('nice', 0.14571079974929016), ('Good', 0.135797741246106), ('is', 0.034598591097900665), ('and', 0.02772111265684062), ('staff', 0.02700516857389976), ('very', 0.022787908489297078), ('The', 0.015581779519626415), ('quite', -0.014657907778685829), ('too', 0.011291031585581666), ('location', -0.008325228132006965), ('restaurant', 0.005739490337587725)]","[('nice', 0.23815227414532242), ('restaurant', 0.1006997318043657), ('The', 0.05687374768074334), ('too', 0.04898440258943658), ('very', 0.046945895766348306), ('Good', 0.04383334172084435), ('staff', -0.03007992205053898), ('is', 0.006405152996796078), ('quite', -0.006024370157270741), ('location', -0.004966068010173427), ('and', 0.0025308124176596832), ('good', -0.0006846320754044814)]"
 The members of staff in the morning when you went for breakfast where very good so helpful x,,"{2: 1.0, 0: 5.005111698920836e-307}",Positive,"{'positive': 0.9514013, 'negative': 0.04859866}","[('helpful', 0.20407548715674184), ('good', 0.08231987635926986), ('went', 0.06375518528545483), ('for', -0.049904187752933454), ('breakfast', -0.042941838093991), ('morning', -0.03706042669489108), ('staff', 0.03199480291733947), ('The', 0.029819876036737494), ('the', 0.02686297152045557), ('x', -0.02682293869470048), ('of', -0.02532330129360283), ('so', 0.013497124824373301), ('members', 0.012746934440331245), ('very', 0.012113832302310137), ('in', -0.011481211985317255), ('you', 0.011074878048017552), ('when', -0.008218508177294954), ('where', 0.0004150459285555457)]",optimism,"{'optimism': 0.8515067100524902, 'joy': 0.46458226442337036, 'anticipation': 0.1260499209165573, 'anger': 0.1008801981806755, 'trust': 0.0852484256029129, 'disgust': 0.07028669863939285, 'sadness': 0.02723480388522148, 'love': 0.019145933911204338, 'pessimism': 0.01483670063316822, 'surprise': 0.007660232484340668, 'fear': 0.0038372764829546213}","[('good', 0.31971141101928313), ('helpful', 0.2762168212242145), ('very', 0.22423618217601649), ('went', -0.16751239773594662), ('breakfast', 0.13632062541411571), ('members', 0.09383370864845454), ('when', -0.08541999425789602), ('x', -0.07970378502886362), ('where', -0.061423972257336305), ('morning', -0.059174453014468005), ('the', 0.0576223521222208), ('so', 0.05692879762438329), ('for', 0.041070950828379575), ('you', 0.03462521455283084), ('of', 0.024528349855032675), ('staff', 0.021170524668623732), ('The', 0.013116224816509531), ('in', 0.007778328651059091)]","[('good', 0.2248426435490417), ('breakfast', 0.21973656127107163), ('went', -0.1845221700824446), ('very', 0.16733089598931575), ('when', -0.16136304619701572), ('where', -0.15993384049251008), ('so', 0.09861408297069979), ('members', 0.09661287664232092), ('helpful', 0.09333739659499746), ('in', -0.08550059664394058), ('for', 0.07505580746785337), ('of', -0.028626475326457856), ('you', -0.027226505382386124), ('x', 0.02537284338214504), ('staff', -0.023583104395412297), ('the', -0.02001539196474717), ('morning', 0.016063251773766406), ('The', -0.008080583449393127)]","[('helpful', -0.11422122730304705), ('breakfast', -0.06953251434947748), ('so', -0.054864459276718146), ('morning', 0.054362826423824326), ('where', 0.044602503617441384), ('staff', 0.030995706594205277), ('you', -0.027239676553080287), ('when', 0.026627015794351918), ('of', -0.024420534395946124), ('very', -0.023736064382062546), ('for', 0.021418242675798418), ('went', 0.017617315873150834), ('x', 0.01667525818520467), ('the', 0.016487785998361943), ('good', 0.01199081793102776), ('members', 0.006795347606470414), ('The', 0.0017662178340775503), ('in', 0.0007206520900110991)]"
 Friendly staff member Great value for in room breakfast Really clean room as well and tidy ,,"{2: 0.7367381222312516, 0: 0.0705901612217939}",Positive,"{'positive': 0.99664897, 'negative': 0.0033509838}","[('Friendly', 0.04355651103134369), ('Great', 0.03629900383430702), ('tidy', 0.03244508118076353), ('staff', 0.027802861887189976), ('clean', 0.023521798363845353), ('well', 0.021179180721471322), ('as', -0.0184588812492399), ('breakfast', 0.017831992857360354), ('for', 0.016360627988085685), ('Really', -0.014589655687208235), ('room', -0.012197889965145257), ('in', 0.01001982607828098), ('member', 0.006904993462575647), ('value', 0.0009811174075175621), ('and', -0.0009535343254895383)]",optimism,"{'optimism': 0.9801574349403381, 'joy': 0.9696575403213501, 'trust': 0.43245935440063477, 'love': 0.42387619614601135, 'anticipation': 0.11519347131252289, 'surprise': 0.028526082634925842, 'anger': 0.027600573375821114, 'disgust': 0.02039995789527893, 'fear': 0.018669260665774345, 'pessimism': 0.011660663411021233, 'sadness': 0.011317424476146698}","[('Friendly', 0.23800578038327233), ('value', 0.10527624601259383), ('Great', 0.10240730344143929), ('Really', 0.08771925484481366), ('well', 0.0807860101718537), ('as', -0.07454321099521369), ('staff', -0.06450965625794029), ('breakfast', 0.062052512384036945), ('for', 0.03982631918522053), ('tidy', -0.029643216703821324), ('in', 0.02756261150921198), ('member', 0.021592101503452386), ('and', 0.014314316410690043), ('clean', 0.010663087899350405), ('room', -0.0008109119523687687)]","[('Friendly', 0.1860377901962925), ('Great', 0.17537692774077013), ('Really', 0.0909025177206733), ('as', -0.07478291655455022), ('breakfast', 0.061649586460275706), ('value', 0.06104039695083969), ('tidy', -0.05827775779293439), ('well', 0.05555115491538132), ('staff', -0.055400441393821616), ('for', 0.052063229670590815), ('in', 0.02899886027666773), ('room', 0.025467067257739673), ('member', 0.021354799877890265), ('clean', -0.008450138229178604), ('and', -0.003665449685877997)]","[('Friendly', 0.13268751244536373), ('value', 0.09859288565869526), ('member', 0.05595024888444594), ('as', -0.048746266488463065), ('well', 0.04640031260404289), ('Great', 0.040628545264547934), ('Really', 0.03624079737436683), ('staff', 0.03510840540622179), ('breakfast', 0.024620396602208754), ('for', 0.0230059705547504), ('and', 0.02003576238576544), ('room', -0.01824921160825686), ('clean', 0.016727160102080568), ('in', 0.0007683186954227811), ('tidy', 0.0002173877936061509)]"
 Good location comfortable bed friendly staff clean and quiet rooms good breakfast,,"{2: 0.2756251928362784, 0: 0.19879106903526453}",Positive,"{'positive': 0.99743795, 'negative': 0.002562038}","[('location', 0.010829985101748919), ('comfortable', 0.009283035468856202), ('clean', 0.006614888652044849), ('breakfast', 0.005922927274889134), ('quiet', 0.0055397301432582695), ('Good', 0.005280976925081618), ('friendly', 0.004484249047828891), ('good', 0.004443728581520783), ('bed', 0.0041794193669370565), ('and', 0.0027980936625266665), ('staff', 0.0009988334524871165), ('rooms', -0.0005405241627353812)]",optimism,"{'optimism': 0.969748854637146, 'joy': 0.965825080871582, 'trust': 0.25135156512260437, 'love': 0.2512821555137634, 'anticipation': 0.09546560049057007, 'surprise': 0.017042193561792374, 'fear': 0.016706395894289017, 'sadness': 0.013597848825156689, 'anger': 0.01198617834597826, 'disgust': 0.010114176198840141, 'pessimism': 0.008911754004657269}","[('good', 0.15818389948460362), ('Good', 0.13660714431228488), ('friendly', 0.11807013223733145), ('clean', 0.06989932016480732), ('bed', -0.05647981353778838), ('comfortable', 0.046036017348625155), ('location', 0.028952249421114174), ('rooms', 0.021574384450086154), ('staff', -0.01304868422237354), ('quiet', -0.007797478725521039), ('breakfast', 0.007567214583446088), ('and', 0.004203005584786847)]","[('good', 0.10404956924424674), ('friendly', 0.1026089950216786), ('Good', 0.0897472579610799), ('comfortable', 0.0762888023067109), ('breakfast', 0.0389443822412016), ('staff', -0.0387196904067744), ('bed', -0.029678234725161613), ('clean', 0.0213754900804453), ('and', 0.011335400430163952), ('rooms', 0.010174973160283988), ('quiet', 0.00941209001110572), ('location', 0.00452612202918084)]","[('Good', 0.07995010640659422), ('friendly', 0.07751870462850996), ('breakfast', -0.05328877413506133), ('location', 0.04119403891671131), ('good', 0.04038090849454677), ('and', -0.0351110569994492), ('clean', 0.03291302753127363), ('rooms', 0.031453090731036554), ('staff', 0.01403046565921361), ('bed', -0.012983513361559213), ('quiet', -0.0016007491587334654), ('comfortable', 0.0005395462336439257)]"
 The hotel smelt lovely when you walked in Room was lovely with a nice bottle of champers and a mini chocolate birthday cake lovely touch A surprise for my birthday which I wasnt expecting Bed was very comfortable Location of hotel too was great close to all the threatres and some very good restaurants and bars and only a 5 minute walk to the River Thames ,,"{17: 0.19377528347468148, 0: 0.19316981525883103}",Positive,"{'positive': 0.9971206, 'negative': 0.002879361}","[('lovely', 0.09288079776637603), ('walked', 0.07078785909908894), ('wasnt', -0.059949741496549726), ('to', 0.05961591091645168), ('good', 0.0574530968227309), ('smelt', -0.05687947625297845), ('Location', 0.05335297309026269), ('nice', 0.04781931772589442), ('and', 0.03965301490893059), ('Bed', 0.03479236185372473), ('chocolate', 0.03449519787755925), ('of', -0.03434615387128463), ('my', 0.03237217545103725), ('for', -0.031211340184797855), ('was', 0.0310715826351662), ('you', -0.030829962484378252), ('when', -0.030221788349807325), ('walk', 0.027930984019123598), ('too', 0.027099088540916468), ('River', -0.02377011183916845), ('which', -0.022836490231003957), ('the', -0.022069409323039225), ('threatres', 0.01859146550568816), ('a', -0.017368632733064222), ('bottle', 0.010737504267821272)]",joy,"{'joy': 0.9958602786064148, 'love': 0.8834672570228577, 'optimism': 0.8177721500396729, 'trust': 0.16287609934806824, 'anticipation': 0.0701630637049675, 'surprise': 0.06774201989173889, 'fear': 0.03331208601593971, 'sadness': 0.01891583763062954, 'pessimism': 0.012790416367352009, 'disgust': 0.011480712331831455, 'anger': 0.010274653322994709}","[('lovely', 0.06414383280376855), ('birthday', 0.05377700377380363), ('surprise', 0.044891068294729275), ('wasnt', -0.04412974218696209), ('nice', 0.041151040045555067), ('hotel', 0.040192140468101295), ('very', 0.03610508045320979), ('mini', 0.03342782027110743), ('to', -0.03222185311227553), ('bottle', -0.03217802384390475), ('comfortable', 0.029536354679155847), ('smelt', 0.027561461869684948), ('expecting', 0.02606895834088869), ('Thames', 0.02559157136760021), ('a', -0.02279994279813305), ('The', -0.022690358648836898), ('my', 0.02142754478667951), ('great', 0.021332315771827436), ('the', -0.021119925938172798), ('which', 0.01950566277991605), ('when', -0.015343792498184695), ('close', -0.015169081443436656), ('River', -0.014173425610017764), ('touch', -0.013169118611146618), ('some', -0.013046375966722762)]","[('lovely', 0.3198286376753428), ('birthday', 0.274329082534323), ('nice', 0.0626048273044417), ('great', 0.05797697386431109), ('surprise', 0.0546453122665219), ('in', -0.05348497050315344), ('my', 0.04922257281125503), ('I', 0.047525271976624255), ('threatres', -0.04573890072350726), ('The', -0.040813348122021996), ('walked', 0.03861130038562159), ('comfortable', 0.03824736897727276), ('bottle', 0.038220436515547095), ('of', -0.03603931234853309), ('chocolate', -0.035970086577882435), ('the', -0.03235724701928364), ('with', 0.025333977905004978), ('expecting', -0.025331703196401333), ('which', 0.02265437309345586), ('hotel', -0.02252747694265893), ('very', 0.018171645862595127), ('A', 0.014051218900672803), ('and', -0.01364821971605468), ('to', -0.012852869952282015), ('Location', -0.0066465245288184205)]","[('lovely', 0.2524488080342866), ('nice', 0.10820519636330413), ('birthday', 0.08554755751602124), ('of', -0.0564284101072365), ('great', 0.05550749275363078), ('comfortable', 0.05348169375945491), ('bottle', 0.0527070681240109), ('in', -0.04948550006578994), ('my', 0.04928972733262273), ('only', -0.03760979576549331), ('all', 0.034721929753466), ('was', 0.03355260174866612), ('the', -0.03301983827413121), ('I', 0.029308909808783586), ('The', -0.02886998992782034), ('too', -0.027869844630608886), ('a', 0.026144238405280813), ('good', 0.025174430306411533), ('walk', 0.021950118678473903), ('wasnt', -0.02176595106191), ('for', 0.01915420881276839), ('minute', -0.018878116995595655), ('with', 0.017404189060718566), ('River', -0.01617297036894427), ('when', -0.013631426569578818)]"
 Very nice reception staff they were helpful and did more than I expected The lady at the reception made us very happy with her care and professional touch ,,"{3: 0.16091472615331498, 0: 0.1597195901767976}",Positive,"{'positive': 0.9774984, 'negative': 0.022501532}","[('nice', 0.08742081222671175), ('helpful', 0.057718639017987045), ('reception', -0.04303502068568678), ('expected', -0.042017864935643086), ('made', 0.035624149510115576), ('care', 0.03425318388521123), ('and', 0.033586970115963524), ('staff', 0.03267824465258984), ('very', 0.02915339529979414), ('I', -0.02525428462941218), ('touch', 0.01848814282877256), ('than', 0.018101976192996194), ('they', 0.017157761756013218), ('happy', -0.016535225103950456), ('Very', 0.016103630632554614), ('professional', 0.01604396373124682), ('at', 0.015379523365998266), ('lady', -0.014292977380052432), ('more', -0.0127681691002599), ('the', 0.010917388771617218), ('us', 0.008827466088107767), ('her', 0.0077309426553927784), ('were', -0.007094751688354589), ('did', -0.006729486476518339), ('The', 0.004350242194619262)]",joy,"{'joy': 0.99024897813797, 'optimism': 0.938283383846283, 'love': 0.6936661601066589, 'trust': 0.19026188552379608, 'anticipation': 0.04736347123980522, 'surprise': 0.02653401531279087, 'sadness': 0.015231309458613396, 'fear': 0.013324050232768059, 'anger': 0.011306794360280037, 'disgust': 0.011096031405031681, 'pessimism': 0.009006377309560776}","[('happy', 0.10685785602363454), ('professional', 0.05608173814084732), ('nice', 0.05550944057299373), ('Very', 0.039518274053034014), ('more', 0.03774647104584107), ('reception', 0.03740178030221702), ('The', -0.03111190817412016), ('staff', -0.030313972873910355), ('touch', 0.02530434394665524), ('and', 0.022856793114280988), ('helpful', 0.02277344727615378), ('with', 0.019923972799779404), ('the', -0.018502107813687534), ('were', -0.01698339410856461), ('they', 0.015157796414591657), ('than', -0.012410171636384991), ('did', 0.009184689964001383), ('at', 0.008660221249304658), ('made', 0.00780509309986996), ('us', -0.007353276253786689), ('I', 0.006773161186135052), ('her', -0.0059710699434254565), ('care', 0.005428910110811878), ('lady', -0.00501839507243387), ('very', 0.004565762311214135)]","[('happy', 0.09193958676234672), ('helpful', 0.07434132464656244), ('care', 0.060066215004981), ('nice', 0.0566222016617764), ('professional', 0.05522841336452793), ('and', 0.039042547735599724), ('the', -0.031914624447583285), ('Very', 0.031280626343005345), ('more', 0.029274806593923793), ('touch', 0.02927177373543615), ('her', -0.02197754603548303), ('us', -0.021094537749422524), ('with', 0.020982730375382296), ('reception', -0.016045943159075305), ('staff', -0.015894673139925077), ('they', 0.01533720344266206), ('made', 0.014154774905787546), ('I', 0.013401678205186415), ('at', 0.011068957345258484), ('than', -0.00900650880374398), ('lady', -0.00840106209103616), ('did', 0.005069181465513275), ('expected', 0.004455754210828129), ('very', 0.003919658931560038), ('were', -0.0018886424918628936)]","[('happy', 0.25757214096871406), ('reception', 0.12347064816701864), ('nice', 0.114091338088366), ('care', 0.10712957277045693), ('staff', -0.08448442630466617), ('her', 0.0790744390728718), ('touch', 0.06828542547940104), ('at', -0.05898464687319974), ('more', 0.05726876901578366), ('and', 0.047396388797343786), ('expected', -0.0441170483750261), ('made', 0.04126684685882647), ('The', -0.037692432172467615), ('Very', 0.03522806681529546), ('I', -0.031775966671517115), ('professional', -0.02977399831986779), ('than', 0.02801915062455684), ('lady', -0.024754941267415034), ('they', 0.020116881000859142), ('the', 0.018039319623365448), ('us', 0.011946187148522322), ('helpful', -0.008550385851847867), ('very', 0.0084032143148907), ('with', -0.0072032370342706075), ('were', -0.005212711674307797)]"
